timestamp,temp_dht,humidity,temp_bmp,pressure,button_state,led_red,led_yellow,led_green,command
2025-02-18 14:04:30,25.9,40.4,26.2,904.6,0,0,0,0,
2025-02-18 14:05:30,25.8,40.4,26.2,904.7,0,0,0,0,
2025-02-18 14:06:30,25.8,40.4,26.2,904.7,0,0,0,0,
2025-02-18 14:07:31,25.8,40.5,26.2,904.6,0,0,0,0,
2025-02-18 14:08:31,25.8,40.5,26.2,904.6,0,0,0,0,
2025-02-18 14:09:31,25.8,40.5,26.2,904.6,0,0,0,0,
2025-02-18 14:10:32,25.8,40.4,26.2,904.7,0,0,0,0,
2025-02-18 14:11:32,25.8,40.4,26.2,904.6,0,0,0,0,
2025-02-18 14:12:32,25.8,40.4,26.2,904.7,0,0,0,0,
2025-02-18 14:13:33,25.8,40.4,26.2,904.6,0,0,0,0,
2025-02-18 14:14:33,25.8,40.4,26.2,904.7,0,0,0,0,
2025-02-18 14:15:33,25.8,40.4,26.2,904.7,0,0,0,0,
2025-02-18 14:16:34,25.8,40.5,26.2,904.6,0,0,0,0,
2025-02-18 14:17:34,25.8,40.5,26.1,904.6,0,0,0,0,
2025-02-18 14:18:34,25.8,40.5,26.1,904.6,0,0,0,0,
2025-02-18 14:19:35,25.8,40.5,26.1,904.6,0,0,0,0,
2025-02-18 14:20:35,25.8,40.5,26.1,904.6,0,0,0,0,
2025-02-18 14:21:35,25.8,40.5,26.1,904.5,0,0,0,0,
2025-02-18 14:22:36,25.8,40.5,26.1,904.5,0,0,0,0,
2025-02-18 14:23:36,25.8,40.5,26.1,904.5,0,0,0,0,
2025-02-18 14:24:36,25.8,40.5,26.1,904.5,0,0,0,0,
2025-02-18 14:25:37,25.7,40.4,26.1,904.5,0,0,0,0,
2025-02-18 14:26:37,25.7,40.4,26.1,904.6,0,0,0,0,
2025-02-18 14:27:37,25.8,40.5,26.2,904.6,0,0,0,0,
2025-02-18 14:28:38,25.7,40.4,26.1,904.5,0,0,0,0,
2025-02-18 14:29:38,25.8,40.2,26.1,904.5,0,0,0,0,
2025-02-18 14:30:38,25.8,40.3,26.2,904.5,0,0,0,0,
2025-02-18 14:31:39,25.8,40.0,26.1,904.5,0,0,0,0,
2025-02-18 14:32:39,25.8,39.9,26.1,904.5,0,0,0,0,
2025-02-18 14:33:39,25.8,40.0,26.1,904.5,0,0,0,0,
2025-02-18 14:34:40,25.7,39.8,26.1,904.5,0,0,0,0,
2025-02-18 14:35:40,25.8,39.8,26.1,904.4,0,0,0,0,
2025-02-18 14:36:40,25.8,39.9,26.1,904.5,0,0,0,0,
2025-02-18 14:37:41,25.7,39.9,26.1,904.4,0,0,0,0,
2025-02-18 14:38:41,25.8,40.3,26.1,904.5,0,0,0,0,
2025-02-18 14:39:41,25.7,40.2,26.1,904.4,0,0,0,0,
2025-02-18 14:40:42,25.7,40.1,26.1,904.5,0,0,0,0,
2025-02-18 14:41:42,25.7,40.1,26.1,904.4,0,0,0,0,
2025-02-18 14:42:42,25.7,40.2,26.1,904.4,0,0,0,0,
2025-02-18 14:43:43,25.7,40.7,26.0,904.5,0,0,0,0,
2025-02-18 14:44:43,25.7,40.9,26.1,904.4,0,0,0,0,
2025-02-18 14:45:43,25.7,40.8,26.0,904.4,0,0,0,0,
2025-02-18 14:46:44,25.7,40.6,26.0,904.4,0,0,0,0,
2025-02-18 14:47:44,25.7,40.6,26.1,904.4,0,0,0,0,
2025-02-18 14:48:44,25.7,42.4,26.1,904.4,0,0,0,0,
2025-02-18 14:49:45,25.8,41.1,26.1,904.4,0,0,0,0,
2025-02-18 14:50:45,25.8,41.6,26.2,904.4,0,0,0,0,
2025-02-18 14:51:45,25.9,41.5,26.2,904.4,0,0,0,0,
2025-02-18 14:52:46,26.0,41.1,26.3,904.3,0,0,0,0,
2025-02-18 14:53:46,26.0,39.4,26.3,904.3,0,0,0,0,
2025-02-18 14:54:46,26.2,38.2,26.5,904.3,0,0,0,0,
2025-02-18 14:55:47,26.4,37.4,26.6,904.2,0,0,0,0,
2025-02-18 14:56:47,26.6,36.2,26.7,904.2,0,0,0,0,
2025-02-18 14:57:47,26.7,36.2,26.8,904.2,0,0,0,0,
2025-02-18 14:58:48,26.9,36.4,26.9,904.1,0,0,0,0,
2025-02-18 14:59:48,27.0,35.9,27.0,904.1,0,0,0,0,
2025-02-18 15:00:48,27.2,35.0,26.9,904.1,0,0,0,0,
2025-02-18 15:01:49,27.2,34.3,26.9,904.1,0,0,0,0,
2025-02-18 15:02:49,27.2,34.6,27.1,904.1,0,0,0,0,
2025-02-18 15:03:49,27.3,37.3,27.2,904.1,0,0,0,0,
2025-02-18 15:04:50,27.4,36.4,27.2,904.0,0,0,0,0,
2025-02-18 15:05:50,27.5,35.0,27.4,904.1,0,0,0,0,
2025-02-18 15:06:51,27.6,34.2,27.3,904.0,0,0,0,0,
2025-02-18 15:07:50,27.6,35.6,27.3,904.1,0,0,0,0,what is the temperature?
2025-02-18 15:07:52,27.6,34.8,27.4,904.1,0,0,0,0,
2025-02-18 15:08:52,27.6,34.8,27.4,904.0,0,0,0,0,
2025-02-18 15:09:52,27.7,32.9,27.4,904.0,0,0,0,0,
2025-02-18 15:10:53,27.7,34.3,27.5,904.0,0,0,0,0,
2025-02-18 15:11:26,27.7,33.7,27.5,904.0,0,0,0,0,what is the average humidity?
2025-02-18 15:11:53,27.7,33.9,27.4,904.0,0,0,0,0,
2025-02-18 15:12:53,27.7,34.4,27.4,903.9,0,0,0,0,
2025-02-18 15:13:54,27.7,34.4,27.4,903.9,0,0,0,0,
2025-02-18 15:14:54,27.6,35.5,27.6,903.9,0,0,0,0,
2025-02-18 15:19:47,27.7,35.5,27.8,903.9,0,0,0,0,
2025-02-18 15:20:42,28.0,32.8,27.9,903.8,0,0,0,0,
2025-02-18 15:21:42,29.8,40.2,27.9,903.9,0,0,0,0,
2025-02-18 15:22:43,29.1,32.1,27.8,903.8,0,0,0,0,
2025-02-18 15:27:19,28.7,33.6,28.0,903.7,0,0,0,0,
2025-02-18 15:28:29,28.3,32.3,28.1,903.7,0,0,0,0,
2025-02-18 15:29:29,28.4,32.1,28.1,903.7,0,0,0,0,
2025-02-18 15:29:43,28.3,31.7,28.1,903.7,0,0,0,0,
2025-02-18 15:38:33,28.5,31.6,28.3,903.6,0,0,0,0,
2025-02-18 15:42:37,28.4,32.3,28.3,903.6,0,0,0,0,
2025-02-18 15:43:37,28.4,31.9,28.5,903.7,0,0,0,0,
2025-02-18 15:45:53,28.5,32.8,28.3,903.5,0,0,0,0,
2025-02-18 15:46:53,28.4,31.4,28.4,903.6,0,0,0,0,
2025-02-18 15:47:54,28.4,32.2,28.5,903.5,0,0,0,0,
2025-02-18 15:48:54,28.5,32.2,28.5,903.5,0,0,0,0,
2025-02-18 15:49:54,28.6,32.3,28.6,903.6,0,0,0,0,
2025-02-18 15:50:55,28.7,31.4,28.5,903.5,0,0,0,0,
2025-02-18 15:51:55,28.7,30.2,28.4,903.5,0,0,0,0,
2025-02-18 15:52:55,28.5,30.9,28.4,903.5,0,0,0,0,
2025-02-18 15:53:56,28.4,30.7,28.5,903.5,0,0,0,0,
2025-02-18 15:54:56,28.4,30.1,28.5,903.5,0,0,0,0,
2025-02-18 15:55:56,28.4,31.5,28.5,903.5,0,0,0,0,
2025-02-18 15:56:57,28.4,32.1,28.5,903.5,0,0,0,0,
2025-02-18 15:57:57,28.4,32.8,28.6,903.5,0,0,0,0,
2025-02-18 15:58:57,28.5,31.7,28.6,903.5,0,0,0,0,
2025-02-18 15:59:58,28.6,31.5,28.7,903.5,0,0,0,0,
2025-02-18 16:00:58,28.7,31.3,28.7,903.5,0,0,0,0,
2025-02-18 16:01:58,28.8,31.6,28.7,903.5,0,0,0,0,
2025-02-18 16:02:59,28.7,31.1,28.8,903.4,0,0,0,0,
2025-02-18 16:03:59,28.8,31.6,28.8,903.4,0,0,0,0,
2025-02-18 16:04:59,28.9,30.1,28.7,903.5,0,0,0,0,
2025-02-18 16:06:00,28.8,30.9,28.9,903.4,0,0,0,0,
2025-02-18 16:07:00,28.8,30.4,28.9,903.4,0,0,0,0,
2025-02-18 16:08:00,29.0,30.1,28.9,903.4,0,0,0,0,
2025-02-18 16:09:01,29.0,29.6,28.8,903.4,0,0,0,0,
2025-02-18 16:10:01,28.7,29.5,28.8,903.4,0,0,0,0,
2025-02-18 16:11:01,28.7,30.2,28.8,903.4,0,0,0,0,
2025-02-18 16:12:02,28.8,30.5,28.9,903.4,0,0,0,0,
2025-02-18 16:13:02,28.8,29.7,28.8,903.4,0,0,0,0,
2025-02-18 16:14:02,28.8,30.0,28.9,903.4,0,0,0,0,
2025-02-18 16:15:03,28.8,30.0,28.8,903.4,0,0,0,0,
2025-02-18 16:15:58,28.8,30.9,28.7,903.4,0,0,0,0,
2025-02-18 16:16:25,28.6,31.8,28.7,903.3,0,0,0,0,
2025-02-18 16:17:12,28.6,32.1,28.8,903.3,0,0,0,0,what is the temperature?
2025-02-18 16:17:27,28.6,33.1,28.8,903.4,0,0,0,0,
2025-02-18 16:18:28,28.7,31.4,28.9,903.4,0,0,0,0,
2025-02-18 16:18:35,28.7,32.2,28.8,903.4,0,0,0,0,what is the current temperature?
2025-02-18 16:19:28,28.8,30.5,29.0,903.4,0,0,0,0,
2025-02-18 16:19:38,28.8,30.5,28.9,903.4,0,0,0,0,what is the humidity and pressure?
2025-02-18 16:20:27,28.9,30.9,28.9,903.4,0,0,0,0,turn on the red led
2025-02-18 16:20:28,28.9,31.3,28.9,903.4,0,0,0,0,
2025-02-18 16:21:14,28.8,31.4,28.9,903.4,0,1,0,0,turn on the red led
2025-02-18 16:21:29,28.8,31.4,29.0,903.4,0,1,0,0,
2025-02-18 16:22:16,28.9,30.5,29.0,903.4,1,0,0,0,"if the button is pressed, turn on the yellow led"
2025-02-18 16:22:29,28.9,30.7,28.9,903.4,0,0,0,0,
2025-02-18 16:23:29,28.9,30.7,28.9,903.4,0,0,0,0,
2025-02-18 16:24:30,28.9,30.9,28.8,903.4,0,0,0,0,
2025-02-18 16:25:30,28.8,31.4,28.8,903.4,0,0,0,0,
2025-02-18 16:26:30,28.7,31.6,28.8,903.4,0,0,0,0,
2025-02-18 16:27:31,28.7,32.0,28.9,903.3,0,0,0,0,
2025-02-18 16:28:31,28.8,31.1,28.9,903.4,0,0,0,0,
2025-02-18 16:29:31,28.8,31.6,28.9,903.4,0,0,0,0,
2025-02-18 16:30:32,28.8,31.8,28.9,903.4,0,0,0,0,
2025-02-18 16:31:32,28.7,31.8,28.9,903.4,0,0,0,0,
2025-02-18 16:32:32,28.7,31.7,28.9,903.4,0,0,0,0,
2025-02-18 16:33:33,28.8,30.5,28.8,903.4,0,0,0,0,
2025-02-18 16:34:33,28.7,31.1,28.9,903.4,0,0,0,0,
2025-02-18 16:35:33,28.7,31.9,28.8,903.4,0,0,0,0,
2025-02-18 16:36:34,28.6,32.7,28.8,903.4,0,0,0,0,
2025-02-18 16:37:34,28.6,30.5,28.9,903.5,0,0,0,0,
2025-02-18 16:38:34,28.6,30.4,28.8,903.5,0,0,0,0,
2025-02-18 16:39:34,28.6,30.4,28.8,903.5,0,0,0,0,
2025-02-18 16:40:35,28.6,30.9,28.9,903.5,0,0,0,0,
2025-02-18 16:41:19,28.6,30.9,28.9,903.5,0,0,0,0,
2025-02-18 16:42:19,28.7,31.0,28.9,903.5,0,0,0,0,
2025-02-18 16:43:19,28.7,31.0,28.8,903.5,0,0,0,0,
